Classificacao;Tweet Tratado;Tweet Original
no;['ajudou', 'afundar', 'pais', 'e', 'nao', 'vergonha', 'cara', 'acha', 'tudo', 'normal'];'Ajudou afundar o pais E nao tem vergonha na cara Acha tudo normal'
no;['la', 'recebida', 'tabare', 'aqui', 'onde', 'vai', 'recebida', 'alguns', 'tabareus'];'La ela foi recebida por Tabare Aqui onde vai e recebida por alguns Tabareus'
no;['o', 'grande', 'erro', 'ter', 'entregue', 'ponta', 'terra', 'extremo', 'sul', 'brasil'];' O grande erro foi ter entregue aquela ponta de terra no extremo sul do Brasil'
yes;['cruz', 'credo', 'dessa', 'bosta'];'Cruz credo dessa bosta'
no;['tabarez', 'digame', 'andas', 'direi', 'es'];'Tabarez digame com quem andas e te direi quem es'
no;['ato', 'democracia', 'ta', 'bom', 'engana', 'gosto'];'ato pela democracia ta bom me engana que eu gosto'
yes;['porque', 'nao', 'morre', 'desgraca'];'Porque nao morre desgraca'
no;['isso', 'dai', 'formacao', 'quadrilha', 'a', 'defesa', 'democracia', 'so', 'risos'];'Isso dai e formacao de quadrilha A defesa da democracia so risos'
yes;['ta', 'fazendo', 'cama', 'moluscovai'];'Ta fazendo a cama para e para o Moluscovai que'
no;['essa', 'muie', 'drome', 'cuie', 'brinca', 'fiuvicocuidado'];'Essa  muie nem drome nem da cuie nem brinca em fiuvicoCuidado'
no;['depois', 'tanto', 'roubar', 'nada', 'melhor', 'passear'];'Depois de tanto roubar nada melhor do que passear'
no;['ficou', 'mal', 'ser', 'recebida', 'presidente', 'uruguai', 'fora', 'padrao'];'Ficou mal ela ser recebida pelo presidente do Uruguai Fora de padrao'
yes;['essa', 'terrorista', 'nao', 'vai', 'presa', 'ter', 'roubado', 'atrasado', 'pais', 'que', 'morra', 'logo', 'demonio'];'Essa terrorista nao vai presa por ter roubado e atrasado um pais Que morra logo demonio'
no;['quando', 'falamos', 'verdade', 'nao', 'publicam', 'ainda', 'falam', 'liberdade', 'expressao'];'Quando falamos a verdade nao publicam Ainda falam em liberdade de expressao'
no;['olha', 'ai', 'sergio', 'moro', 'dando', 'vacilo', 'kkk', 'pega', 'pow'];'Olha ai Sergio moro ela dando vacilo kkk pega ela pow'
no;['putskkkkkde', 'grande', 'relevancia', 'importanciakkkkkkk'];'Putskkkkkde grande relevancia e importanciakkkkkkk'
no;['provavelmente', 'planejando', 'rota', 'fuga', 'pais', 'vizinho'];'Provavelmente esta planejando a rota de fuga para o pais vizinho'
yes;['morre', 'desgracada'];'morre desgracada'
no;['sera', 'discursou', 'la', 'dizem', 'fala', 'espanhol', 'sotaque'];'Sera que ela discursou por la Dizem que ela fala espanhol sem sotaque'
no;['esse', 'tabare', 'tipico', 'bolivariano', 'light', 'existe'];'Esse Tabare e o tipico bolivariano light se e que isso existe'
no;['saida', 'tangente', 'tambem', 'comprando', 'casa'];'Saida pela tangente ou tambem comprando casa'
no;['nao', 'sabia', 'que', 'o', 'uruguai', 'gostava', 'de', 'tanta', 'porcaria', 'junto'];'NAO SABIA QUE O URUGUAI GOSTAVA DE TANTA PORCARIA JUNTO'
yes;['gracas', 'idiota', 'levandowhisky'];'gracas a idiota Levandowhisky'
no;['queria', 'ver', 'indo', 'pro', 'paraguai', 'tomar', 'outro', 'calote', 'kkkkkkkkkkkk'];'Queria ver ela indo pro Paraguai tomar outro calote kkkkkkkkkkkk'
yes;['vagabunda'];'Vagabunda'
no;['vao', 'sentir', 'falta', 'dentadura', 'pao', 'mortadela'];'Vao sentir falta da dentadura e do pao com mortadela'
yes;['bruno', 'nao', 'kou', 'assimva', 'tomar', 'gu'];'Bruno nao e Kou e assimVa tomar no seu Gu'
yes;['ja', 'fez', 'programa', 'hoje'];'Ja fez programa hoje '
yes;['vira', 'ai', 'vou', 'apontar', 'dedo'];'Vira ai que eu vou apontar o dedo no seu'
yes;['pensem', 'mortadela', 'maconheira', 'chata'];'pensem numa MORTADELA maconheira chata '
no;['vc', 'deve', 'ser', 'assistida', 'bolsa', 'esmola'];'e vc deve ser  mais uma assistida pelo bolsa esmola '
yes;['vc', 'algum', 'retardo', 'burrice', 'maria'];'Vc tem algum retardo ou e burrice mesmo Maria'
yes;['essa', 'maria', 'benta', 'provou', 'peba', 'pimenta', 'malaquias'];'Essa Maria Benta provou do peba na pimenta de seu Malaquias '
yes;['maria', 'vai', 'lavar', 'louca', 'voce', 'ganha'];'maria vai lavar uma louca que voce ganha mais '
yes;['toma', 'vergonha', 'cara', 'boiola', 'maconheiro', 'infectado'];'Toma vergonha na cara seu boiola maconheiro infectado'
yes;['o', 'cara', 'vai', 'chupar', 'piroca', 'vai'];'O cara vai chupar uma piroca  vai'
no;['quanta', 'gente', 'raivosa', 'horror'];'quanta gente raivosa que horror'
no;['entao', 'va', 'la', 'aproveite', 'case', 'homem', 'la'];'Entao va para la e aproveite case com um homem de la'
yes;['ganhou', 'pq', 'nordestino', 'nao', 'sabe', 'votar'];'Ganhou pq nordestino nao sabe votar'
no;['observo', 'que', 'estao', 'comparecendo', 'muito', 'mais', 'descontentes', 'com', 'o', 'golpe', 'muito', 'bom'];'OBSERVO QUE ESTAO COMPARECENDO MUITO MAIS DESCONTENTES COM O GOLPE MUITO BOM'
no;['entrou', 'voto', 'saiu', 'voto', 'cade', 'golpe', 'so', 'primeira', 'afirmacao', 'ne'];'Entrou pelo voto Saiu pelo voto Cade o golpe So se for na primeira afirmacao ne'
no;['vinicius', 'moraes', 'posso', 'chamar', 'naldo', 'eh', 'adequado', 'kkkkkk'];'Vinicius Moraes posso te chamar de Naldo  Eh mais adequado kkkkkk'
yes;['marcio', 'nao', 'irmao', 'nao', 'nao', 'irmao', 'baitola'];'Marcio nao sou seu irmao nao Nao tenho irmao baitola'
yes;['e', 'so', 'ver', 'numero', 'dislike', 'coment', 'inutil', 'ver', 'nao', 'tanta', 'moral', 'assimpalhaco'];'E so ver o numero de dislike de seu coment inutil e ver que nao tem tanta moral assimPalhaco '
yes;['quena', 'tirso', 'sentindo', 'muita', 'falta', 'charuto', 'mertadela', 'tadinho', 'aceita', 'doi', 'menos'];'Quena o Tirso esta sentindo muita falta do charuto de mertadela tadinho aceita que doi menos'
yes;['aonde', 'vaca', 'vai', 'boi', 'vai', 'atrasta', 'apaixonado'];'Aonde a vaca vai o boi vai atrasTa apaixonado'
yes;['tirso', 'gente', 'come', 'boca', 'voce', 'certamente', 'come', 'tras'];'Tirso tem gente que come pela boca voce certamente come por tras'
no;['carambaachei', 'ja', 'morrido', 'tirso', 'tambem'];'Carambaachei que ela ja tinha morrido e o Tirso tambem'
no;['democracia', 'feito', 'venezuela', 'petebas', 'queriam', 'que', 'tal', 'arrumar', 'emprego'];'Democracia feito a venezuela que os petebas queriam Que tal arrumar um emprego'
no;['roubalheira', 'entao', 'governo', 'oriundo', 'roubalheira', 'ladrao', 'tambem', 'eleicoes', 'ja'];'Roubalheira Entao governo oriundo de roubalheira e ladrao tambem Eleicoes ja'
no;['a', 'leveza', 'paralelepipedo', 'honestidade', 'nove', 'dedos'];'A leveza de um paralelepipedo e a honestidade de um NOVE DEDOS'
no;['sera', 'mav', 'consegue', 'ler', 'falar', 'paralelepipedo'];'Sera que o MAV consegue ler e falar paralelepipedo'
no;['tenho', 'total', 'condicao', 'dar', 'opiniao', 'enquanto', 'liberdade', 'expressao', 'valer', 'enfim'];'Tenho total condicao de dar minha opiniao enquanto liberdade de expressao me valer Enfim '
yes;['rosanabandida', 'esquerdista', 'fedorenta'];'Rosanabandida esquerdista e fedorenta'
no;['osvaldo', 'miranda', 'nao', 'concordo', 'mas', 'respeito', 'comentario'];'Osvaldo Miranda nao concordo Mas respeito seu comentario'
no;['rosana', 'revolta', 'devido', 'falta', 'mortadela'];'rosana a sua revolta e devido a falta de mortadela '
no;['nao', 'ofensa', 'curiosidade', 'sabe', 'tipo', 'estudo', 'animais'];'nao e ofensa e curiosidade mesmo  sabe tipo estudo dos animais '
no;['o', 'golpe', 'rosana', 'pra', 'reileita', 'chama', 'bolsa', 'familia'];'O golpe dela Rosana pra se reileita se chama bolsa familia'
no;['escarnio', 'acreditando', 'nele', 'ate', 'falar', 'beleza', 'elegancia'];'ele esta de escarnio estava acreditando nele ate ele falar em beleza e elegancia'
no;['por', 'usa', 'pseudonimo', 'surreal', 'bidu'];' Por isto ele usa o pseudonimo  de SURREAL bidu '
no;['aha', 'ta', 'bom', 'vou', 'acreditar', 'mentirinha', 'nao', 'acredito', 'nao'];'aha ta bom vou acreditar mentirinha nao acredito nao '
no;['collor', 'nao', 'digno', 'limpar', 'sapatos', 'desta', 'diva'];'Collor nao e digno nem para limpar os sapatos  desta  DIVA'
no;['coitadinha', 'quer', 'dizer', 'pobrezinha', 'vitima', 'golpe', 'faz', 'favor', 'leva', 'pra', 'casa'];'coitadinha quer dizer que a pobrezinha foi vitima de um golpe faz um favor e a leva pra casa'
no;['nosso', 'alvo', 'nacional', 'nao', 'municipalaonde', 'todos', 'dobrarao'];'Nosso alvo e Nacional e nao municipalaonde todos se DOBRARAO'
no;['ela', 'desfilara', 'sua', 'elegancia', 'belezapelas', 'ruas', 'e', 'avenidas', 'do', 'brasilnao', 'se', 'preocupem'];'ELA DESFILARA SUA ELEGANCIA BELEZAPELAS RUAS E AVENIDAS DO BRASILNAO SE PREOCUPEM'
yes;['ai', 'gosta', 'charuto', 'mortadela', 'meio', 'pernas'];'esse ai gosta de um charuto de mortadela no meio das pernas'
no;['ilegitimo', 'foi', 'vc', 'votou', 'temer', 'eu', 'votei', 'aecio', 'quem', 'colocou', 'presidento', 'poder', 'vc'];'Ilegitimo Foi vc que votou no Temer Eu votei Aecio Quem colocou seu presidento no poder foi vc'
no;['joao', 'claudio', 'lamento', 'minha', 'resposta', 'nao', 'publicada'];'Joao Claudio lamento Minha resposta nao foi publicada '
no;['o', 'sr', 'temer', 'posto', 'la', 'vcs', 'votaram', 'nela'];'O  Sr  Temer foi posto la por vcs que votaram nela'
yes;['estrategia', 'vermelga', 'acefala', 'terceirizar', 'culpa', 'xingar', 'denegrirkkkk', 'tchau', 'queridos'];'Estrategia VERMELGA ACEFALA terceirizar a culpa xingar e denegrirKKKK TCHAU QUERIDOS'
no;['porque', 'nao', 'vai', 'hospitais', 'estao', 'super', 'lotados', 'falta', 'equipamentos'];'Porque nao vai aos Hospitais que estao super lotados e falta de equipamentos'
yes;['coitada', 'minimo', 'definila', 'eu', 'chamaria', 'podre'];'Coitada e o minimo a definila      Eu a chamaria de PODRE   '
yes;['burro'];'burro'
no;['nao', 'tiro', 'real', 'orcamento', 'geral', 'pra', 'destinar', 'presidio', 'tanta', 'falta', 'hospital'];'nao tiro um real do orcamento geral pra destinar a presidio com tanta falta em hospital '
no;['ela', 'area', 'juridica', 'hospitais', 'sao', 'alcada', 'ministerio', 'saude', 'simples', 'assim'];'Ela e da area juridica Hospitais sao da alcada do Ministerio da Saude simples assim'
no;['os', 'presidios', 'estao', 'otimos', 'o', 'problema', 'sao', 'as', 'escolas', 'e', 'hospitais'];'OS PRESIDIOS ESTAO OTIMOS O PROBLEMA SAO AS ESCOLAS E HOSPITAIS'
no;['ainda', 'hospedar', 'politico', 'boa', 'rubens'];'ainda mais se for hospedar um politico  boa Rubens'
no;['por', 'revolta', 'anderson', 'sua', 'familia', 'presa'];'Por que essa revolta Anderson Sua familia esta presa'
yes;['mortadelas', 'nunca', 'entendem', 'nadakkk'];'Mortadelas nunca entendem nadaKKK'
no;['roberto', 'inteligente', 'mafioso', 'skaf', 'pergunta', 'quem', 'vai', 'pagar', 'pato'];'Roberto o inteligente o mafioso Skaf pergunta Quem  vai pagar o pato'
no;['quem', 'negativa', 'sao', 'presidiarios', 'lucasestao', 'equipados', 'dentro', 'presidios'];'Quem negativa sao os presidiarios Lucasestao equipados dentro dos presidios'
yes;['bandido', 'peidar', 'pra', 'muzenga', 'resolvam', 'problema', 'superlotacao', 'fazendo', 'menos', 'carandiru', 'dia', 'simples'];'Bandido tem mais e que peidar pra Muzenga mesmo Resolvam esse problema de superlotacao fazendo pelo menos  Carandiru por dia Simples '
no;['galera', 'psol', 'comunistas', 'geral', 'apertem', 'vermelho'];'Galera do PSOL e comunistas em geral apertem o vermelho mesmo'
yes;['a', 'policia', 'civil', 'rj', 'exemplo', 'nao', 'privada', 'pra', 'kaggar', 'capivara', 'ta', 'preocupada', 'bandido'];'A policia civil do RJ por exemplo nao tem nem privada pra kaggar e essa capivara ta preocupada com bandido '
yes;['carmen', 'capivara', 'lucia', 'favor', 'exemplo', 'leve', 'meia', 'duzia', 'dessas', 'vitimas', 'sociedade', 'pra', 'casa', 'faca', 'coquete', 'nele', 'libere', 'anel', 'couro', 'refresco', 'groselha', 'mostre', 'coracao'];'Carmen Capivara Lucia por favor me de o exemplo e leve meia duzia dessas vitimas da sociedade pra sua casa faca um coquete nele libere o anel de couro de refresco de groselha mostre que tem coracao '
no;['ate', 'enfim', 'comentario', 'preste', 'o', 'censor', 'grobo', 'cochilou'];'Ate que enfim um comentario que preste O censor da grobo cochilou'
no;['bandido', 'defendendo', 'bandido', 'estranho', 'papo'];'Bandido defendendo bandido Estranho esse papo'
no;['eles', 'conforto', 'ate', 'demais', 'sofrimento', 'familias', 'destruiram'];'Eles tem conforto ate demais Sofrimento tem as familias que eles destruiram'
no;['so', 'ha', 'justica', 'pobres', 'pais', 'onde', 'ricos', 'ficam', 'impune'];'So ha justica para os pobres um pais onde os ricos ficam impune'
no;['seria', 'interessante', 'visitar', 'hospitais', 'sus'];'Seria mais interessante ela visitar os hospitais do sus'
no;['se', 'concluiu', 'ato', 'porque', 'concordouai', 'nao', 'estupro', 'kkkkkkkkkkkkkkkk'];'Se ela concluiu o ato e porque ele concordouai nao e estupro kkkkkkkkkkkkkkkk'
no;['presidio', 'lugar', 'pro', 'sujeito', 'pagar', 'pecados', 'nao', 'ficar', 'resort', 'ferias'];'presidio e lugar pro sujeito pagar seus pecados e nao ficar num resort de ferias'
no;['vitimas', 'desses', 'bandidos', 'ninguem', 'visita', 'ne', 'porque', 'ja', 'mataram'];'Vitimas desses bandidos ninguem visita ne uma porque  eles ja mataram '
no;['ela', 'poderia', 'visitar', 'tambem', 'algumas', 'escolas', 'onde', 'criancas', 'estudam', 'pes', 'lama', 'goteiras', 'muitas', 'vezes', 'merenda', 'estragada', 'ate', 'merenda', 'alguns', 'tendo', 'andar', 'quilometros', 'pe', 'dentro', 'caminhoes', 'isso', 'gostaria', 'gente', 'ligada', 'direitos', 'humanos', 'decencia', 'fazer', 'nao', 'gostam', 'visitar', 'presidios', 'defender', 'pobres', 'vitimas', 'sociedade', 'as', 'criancas', 'pes', 'descalcos', 'nao', 'sao', 'vitimas', 'dessa', 'sociedade', 'porca'];'Ela poderia visitar tambem algumas escolas onde criancas estudam com os pes na lama com goteiras e muitas vezes com merenda estragada ou ate mesmo sem merenda alguns tendo que andar quilometros a pe ou dentro de caminhoes Isso eu gostaria que gente ligada  a direitos humanos tivesse a decencia de fazer mas nao eles gostam de visitar presidios e defender as pobres vitimas da sociedade As criancas de pes descalcos nao sao vitimas dessa sociedade porca'
no;['quando', 'sera', 'visita', 'hospitais', 'publico', 'df'];'Quando sera a visita aos HOSPITAIS  PUBLICO do DF'
no;['deveria', 'haver', 'lei', 'obrigando', 'todos', 'politicos', 'usar', 'so', 'hospitais', 'publicose', 'todos', 'hospitais', 'particulares', 'proibidos', 'atendelos', 'so', 'assim', 'olhava', 'situacao', 'saude', 'publica', 'vacalhacao'];'deveria haver uma lei obrigando todos politicos a usar so hospitais publicose que todos os hospitais particulares fosse proibidos de atendelos so assim eles olhava para a situacao da saude publica que esta uma VACALHACAO '
no;['deveria', 'estar', 'preocupada', 'acelerar', 'julgamentos', 'beneficiam', 'trabalhadores', 'inves', 'preocupar', 'bandidos'];'Deveria estar preocupada em acelerar julgamentos que beneficiam aos trabalhadores ao inves de se preocupar com bandidos'
no;['porque', 'nao', 'vai', 'visitar', 'familias', 'vitimas', 'desses', 'criminosos'];'Porque nao vai visitar as familias das vitimas desses criminosos '
no;['parentes', 'mortos'];'e os parentes dos que foram mortos por eles'
no;['santa', 'hipocrisia', 'batman', 'manda', 'visitar', 'hospitais', 'publicos', 'ver', 'estao', 'superlotados'];'Santa hipocrisia Batman manda ela visitar hospitais publicos para ver se estao superlotados'
no;['parabens', 'dra', 'carmen', 'menos', 'sra', 'la', 'diferente', 'outros', 'sabe', 'existe', 'sabem', 'sao', 'marginais', 'nao', 'podemos', 'igualar'];'Parabens Dra Carmen  ao menos a Sra foi la diferente de outros que nem sabe que aquilo existe  sabem que sao marginais mas nao podemos nos igualar com eles     '
no;['nao', 'quer', 'ficar', 'cela', 'superlotada', 'nao', 'roube', 'trabalhe', 'honestamente', 'garanto', 'nao', 'vai', 'ser', 'problema'];'Nao quer ficar em uma cela superlotada Nao roube Trabalhe honestamente garanto que isso nao vai ser problema'
no;['pouco', 'conhecimento', 'leiatodos', 'sao', 'iguais', 'julgados', 'condenados', 'exceto', 'militares'];'Pouco conhecimento da leiatodos sao iguais depois de julgados e condenados exceto militares'
no;['entao', 'ministra', 'motivo', 'instalar', 'pena', 'morte'];'Entao ministra mais um motivo para instalar a pena de morte'
no;['esta', 'visitando', 'novas', 'instalacoes', 'conde', 'dracula', 'vampiros'];'Esta visitando as novas instalacoes do Conde Dracula e seus Vampiros'
no;['sera', 'ministra', 'carmen', 'lucia', 'presidente', 'supremo', 'tribunal', 'federal', 'procurando', 'vagas', 'politicos', 'ladroes', 'bandidooooooooooooooos', 'presidios', 'visitando', 'kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk'];'sera  que  a   ministra Carmen Lucia presidente do Supremo Tribunal Federal   esta  procurando  vagas  para  os  politicos  ladroes  Bandidooooooooooooooos   no  presidios   que  esta  visitando   kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk'
no;['essa', 'ministra', 'trabalha', 'menos', 'km', 'hospitais', 'base', 'hran', 'sera', 'pretende', 'visitar'];'Essa ministra trabalha a menos de  km dos hospitais de BASE e HRAN sera que pretende visitar os'
no;['sempre', 'admirei', 'agora', 'ainda', 'bela', 'atitude'];'Sempre a admirei agora mais ainda      Bela atitude  '
no;['precisavamos', 'presidentes', 'assim'];'Precisavamos de mais Presidentes assim'
no;['peco', 'ajuda', 'universitarios', 'ajudem', 'interpretar', 'zozoi', 'quis', 'dizer'];'Peco ajuda aos universitarios que me ajudem a interpretar o que o zozoi quis dizer'
no;['ela', 'deveria', 'levar', 'renan', 'calheiros', 'junto', 'ficaria', 'la'];'Ela deveria levar o Renan Calheiros junto com ele mas ele ficaria la mesmo'
no;['por', 'excelentissima', 'ministra', 'nao', 'visita', 'familia', 'vitimas'];'Por que a excelentissima ministra nao visita a familia das vitimas  '
no;['deixa', 'ser', 'ignorante', 'quem', 'precisa', 'mudanca', 'preso', 'nao', 'vitima'];'Deixa de ser ignorante Quem precisa de mudanca e o preso nao a vitima'
no;['colocar', 'pena', 'morte', 'ai', 'vai', 'diminuir', 'bastante'];'tem que colocar pena de morte ai vai diminuir bastante'
no;['sera', 'faxina', 'visita', 'ministra'];'Sera que houve uma faxina para a visita da Ministra '
no;['por', 'nao', 'reuniu', 'parentes', 'vitimas'];'Por que nao se reuniu com os parentes das vitimas'
no;['trabalhar', 'ninguem', 'quer', 'senao', 'estaria', 'vazio'];'Trabalhar ninguem quer senao estaria vazio'
no;['gosto', 'delano', 'stf', 'unica', 'sabe', 'diz', 'entende', 'escuta'];'Gosto delaNo STF e a unica que sabe o que diz e entende o que escuta'
no;['vai', 'no', 'ceminterio', 'esta', 'mais', 'lotado', 'cheio', 'de', 'inocentes', 'mortos', 'pelas', 'maos', 'desses', 'vermes'];'VAI NO CEMINTERIO ESTA MAIS LOTADO CHEIO DE INOCENTES MORTOS PELAS MAOS DESSES VERMES'
no;['agora', 'virou', 'ministra', 'seguranca', 'nao', 'nada', 'pra', 'fazer', 'stf'];'Agora ela virou Ministra da Seguranca ou nao tem nada pra fazer no STF  '
no;['tem', 'visitar', 'escolas', 'hospitais'];'Tem que visitar nossas ESCOLAS e HOSPITAIS '
no;['nao', 'vejo', 'ir', 'visitar', 'hospitais', 'criancas', 'idosos', 'trabalhadores', 'linhas', 'finas'];'Nao vejo  ir visitar hospitais com criancas idosos e trabalhadores nas linhas finas'
no;['vamos', 'ver', 'quantas', 'maes', 'filhos', 'assassinados', 'assaltantes', 'ministra', 'vai', 'visitar'];'vamos ver quantas maes que tiveram seus filhos assassinados por estes assaltantes a Ministra vai visitar'
no;['ave', 'dra', 'carmen', 'lucia', 'estao', 'prestes', 'morrer', 'saudam'];'Ave Dra Carmen Lucia os que estao prestes a morrer lhe saudam '
no;['os', 'poderes', 'estao', 'preocupados', 'bandidos', 'tudo', 'cidadao', 'onesto', 'renegado'];'Os poderes estao  preocupados com bandidos  que tem de tudo que o cidadao onesto e renegado'
no;['daqui', 'pra', 'frente', 'vai', 'piorar', 'porque', 'nao', 'havendo', 'emprego', 'vai', 'aumentar', 'furtos', 'roubos'];'Daqui pra frente vai piorar porque nao havendo emprego   vai aumentar os furtos e roubos '
no;['aproveita', 'ai', 'ja', 'implanta', 'pena', 'morte', 'lixos', 'bndido', 'bom', 'e', 'bndido', 'mrto'];'Aproveita que esta ai e ja implanta pena de morte para esses lixos  Bndido bom E bndido mrto'
no;['uma', 'visita', 'familiares', 'vitimados', 'escoria', 'sera', 'louvavel'];'Uma visita aos familiares vitimados por essa escoria sera louvavel'
no;['tenho', 'pena', 'so', 'vitimas', 'quem', 'comporta', 'nao', 'vai', 'preso'];'Tenho pena so das vitimas deles Quem se comporta nao vai preso'
no;['e', 'vai', 'visitar', 'hospitais', 'tumulos', 'vitimas', 'desses', 'marginais'];'E quando vai visitar os hospitais e tumulos das vitimas desses marginais'
no;['superfaturamento', 'tv', 'algum', 'senador', 'deputado', 'coloca', 'bolso'];'Superfaturamento de TV e algum Senador ou Deputado coloca um  no bolso'
no;['duvido', 'ministra', 'peca', 'reducao', 'salario', 'tres', 'mil', 'reais'];'duvido que essa ministra peca reducao de seu salario para tres mil reais'
no;['fazer', 'culpa', 'leis', 'severas', 'vazios'];'Fazer o que por culpa suas se tivesse leis severas estavam vazios'
no;['tinha', 'tirar', 'todos', 'auxilios', 'familias', 'mande', 'familias', 'trabalharem', 'sustentarem'];'Tinha tirar todos auxilios de familias mande suas familias trabalharem para sustentarem'
no;['presidio', 'superlotado', 'f', 'd', 'se', 'quero', 'saber', 'fila', 'hospitais', 'creche', 'busca', 'emprego'];'Presidio superlotado  F  o  D a  SE eu quero saber e da fila  nos hospitais creche e em busca de emprego'
no;['pra', 'mim', 'ta', 'vazio', 'ministra', 'vai', 'cuidar', 'politicos', 'safados', 'protegem'];'pra mim ta vazio a ministra que vai cuidar dos politicos safados que eles protegem '
no;['que', 'tal', 'cada', 'indulto', 'dado', 'juiz', 'leva', 'preso', 'casa'];'Que tal  cada indulto dado um juiz leva um preso para casa'
no;['deveria', 'julgar', 'acoes', 'envolvendo', 'jose', 'serra', 'os', 'milhoes', 'ninguem', 'fala', 'cade', 'veja'];'Deveria  julgar as acoes envolvendo Jose Serra Os  milhoes ninguem fala Cade a Veja'
no;['vai', 'querer', 'aparecer', 'moro', 'vai', 'gerar', 'ciumeira'];'Vai querer aparecer mais que o Moro isso vai gerar uma ciumeira'
no;['eta', 'dra', 'carmem', 'lucia', 'senhora', 'saindo', 'grande', 'marqueteira'];'eta Dra Carmem Lucia a senhora esta se saindo uma grande marqueteira'
no;['se', 'depender', 'stf', 'manda', 'soltar', 'todo', 'mundoe', 'aposentadoria', 'ainda', 'cima'];'Se depender do STF Manda soltar todo mundoE com aposentadoria Ainda por cima'
no;['deveria', 'ser', 'aplicada', 'etica', 'aristoteles', 'sistema', 'prisional', 'a', 'justa', 'medida'];'Deveria ser aplicada a etica de Aristoteles no sistema prisional  A justa medida'
no;['presidios', 'lotados', 'milhoes', 'querendo', 'entrar', 'neles', 'paradoxo'];'os presidios lotados e milhoes querendo entrar neles isso e um paradoxo '
no;['essa', 'mulher', 'faz', 'cada', 'coisa'];'ESSA MULHER FAZ CADA COISA'
no;['depois', 'recebeu', 'premio', 'agrado', 'globo', 'ta', 'achando'];'Depois que recebeu o premio agrado da Globo ta se achando'
no;['manda', 'matar', 'tudo', 'esvazie', 'celas', 'vire', 'heroina', 'nacional'];'manda matar tudo e  esvazie as celas e vire heroina nacional'
no;['o', 'gilmar', 'mendespsdb', 'vai', 'ficar', 'ciumesela', 'querendo', 'aparecer'];'O Gilmar MendesPSDB vai ficar com ciumesEla esta querendo aparecer mais que ele'
no;['unico', 'compre', 'ena', 'brasil', 'sao', 'pobres', 'seus', 'bando', 'hipocritas', 'hipocritas', 'hipocritas'];'Unico que compre ena no Brasil sao os pobres Seus bando de hipocritas hipocritas e hipocritas'
yes;['a', 'corja', 'apoia', 'golpe', 'so', 'fala', 'merda'];'A corja que apoia o golpe so fala merda'
no;['excelente', 'iniciativa', 'ministra', 'presidente', 'carmen', 'lucia', 'parabens'];'Excelente a iniciativa da Ministra e Presidente Carmen Lucia Parabens'
no;['essa', 'velha', 'deveria', 'passear', 'menos', 'agir', 'ate', 'agora', 'so', 'conversa'];'Essa velha deveria passear menos e agir mais Ate agora so conversa'
no;['para', 'vai', 'saulo', 'mim', 'presos', 'estao', 'la', 'sao', 'perigosos', 'brasil'];'Para vai Saulo mim esses presos que estao la sao os mais perigosos do brasil'
no;['neimar', 'esquerda', 'gabriel', 'jesus', 'meio', 'marinho', 'direita', 'ataque'];'Neimar pela esquerda Gabriel Jesus pelo meio e Marinho pela direita que ataque '
no;['marinho', 'kkkkkkk', 'so', 'jogou', 'bem', 'ontem', 'ja', 'merece', 'selecao'];'Marinho kkkkkkk so por que jogou bem ontem e ja merece selecao'
no;['com', 'paulinhafernandinha', 'campo', 'messi', 'vai', 'deitar'];'Com PaulinhaFernandinha em campo o Messi vai deitar'
no;['pra', 'nao', 'sabe', 'hotel', 'ana', 'hickimann'];'Pra quem nao sabe e aquele mesmo hotel que a Ana Hickimann estava'
no;['o', 'brasil', 'deve', 'vencer', 'vai', 'ser', 'jogo', 'dificil'];'O Brasil deve vencer mas vai ser um jogo dificil'
no;['x', 'minino', 'mano', 'bauza', 'vai', 'vim', 'todo', 'retranca'];'x no minino mano o Bauza vai vim todo na retranca'
no;['enquanto', 'senado', 'gasta', 'mil', 'decoracao', 'gabinete'];'Enquanto isto o Senado gasta  mil na decoracao de um gabinete'
no;['se', 'tite', 'nao', 'se', 'tocar', 'messi', 'vai', 'deitar', 'no', 'paulinhobrasil', 'x'];'SE TITE NAO SE TOCAR MESSI VAI DEITAR NO PAULINHOBRASIL X'
no;['gastar', 'mil', 'reforma', 'gabinete', 'romero', 'juca', 'sacanagem', 'povo'];'Gastar  mil com reforma do gabinete de romero juca e sacanagem com o povo'
no;['vai', 'neymar', 'faz', 'gol', 'contra', 'agradar', 'messy'];'Vai que Neymar faz um gol contra para agradar o Messy'
no;['rlx', 'neymar', 'ja', 'ta', 'bem', 'treinado', 'barca', 'so', 'chegar', 'vesti', 'uniiforme'];'RLX  neymar ja ta bem treinado pelo barca  so chegar e vesti o uniiforme '
no;['o', 'palmeiras', 'vai', 'ser', 'campeao', 'sem', 'mimimi', 'mundial', 'de'];'O PALMEIRAS VAI SER CAMPEAO  SEM MIMIMI MUNDIAL DE '
no;['o', 'carlinhos', 'brown', 'ta', 'fazendo', 'aivai', 'cantar', 'babaquices'];'O que o Carlinhos Brown ta fazendo aivai cantar as babaquices dele'
no;['neymar', 'faria', 'alguma', 'falta', 'selecao', 'ausencia', 'melhor'];'o neymar faria alguma falta na selecao ou a sua ausencia seria melhor  '
